Latitude,Longitude,Surface Temperature (kelvin),Datetime,Power,Confidence,Date,Surface Temperature (Celcius)
-37.6767,142.9892,314.7,2017-06-11T04:09:40,20.4,62,2017-06-11,41
-37.6662,142.9874,315.7,2017-06-11T04:08:00,21.4,64,2017-06-11,42
-36.009,143.185,312.2,2017-06-09T04:23:25,11.9,72,2017-06-09,39
-36.358,143.113,325.4,2017-06-09T04:23:20,24.5,84,2017-06-09,52
-36.701,142.538,329.6,2017-06-09T04:23:16,31.4,86,2017-06-09,56
-36.5775,142.6076,323.2,2017-06-07T04:39:00,29.4,76,2017-06-07,50
-36.1858,143.885,312.6,2017-06-07T04:36:00,18.3,55,2017-06-07,39
-36.0966,142.3635,334.3,2017-06-07T04:35:50,43.5,86,2017-06-07,61
-36.2111,141.505,317.3,2017-06-07T04:35:40,22.1,68,2017-06-07,44
-36.5794,142.5959,312.2,2017-06-07T04:35:30,17.1,53,2017-06-07,39
-36.1002,142.3405,351.7,2017-06-07T04:33:50,77.1,96,2017-06-07,78
-36.3096,142.7722,333.1,2017-06-07T04:32:10,42.8,85,2017-06-07,59
-36.2229,143.4245,314.3,2017-06-07T04:32:10,18.7,61,2017-06-07,41
-36.0279,146.0244,311.9,2017-06-07T04:32:10,16.7,52,2017-06-07,38
-37.1405,144.1375,327.8,2017-06-07T04:32:10,37.5,81,2017-06-07,54
-37.7052,144.6926,319.7,2017-06-07T04:32:10,27.3,72,2017-06-07,46
-36.2127,141.4938,324.6,2017-06-07T04:32:10,31.2,78,2017-06-07,51
-36.3114,142.7605,333.1,2017-06-07T04:32:10,42.9,85,2017-06-07,59
-36.4325,144.3142,340.3,2017-06-07T04:32:10,55.3,90,2017-06-07,67
-36.6851,141.6125,319.6,2017-06-04T04:08:30,24.2,71,2017-06-04,46
-36.6833,141.6347,334.9,2017-06-04T04:08:20,45.6,86,2017-06-04,61
-36.7685,142.7134,342.6,2017-06-04T04:08:10,59.5,91,2017-06-04,69
-37.4661,143.2419,313.4,2017-06-04T04:02:30,19.6,58,2017-06-04,40
-37.9243,144.1064,321.3,2017-06-04T04:02:10,29,74,2017-06-04,48
-36.7801,142.7151,342.1,2017-06-04T04:02:10,58.5,91,2017-06-04,68
-37.926,144.0898,332.4,2017-06-04T04:02:10,44.5,85,2017-06-04,59
-36.4422,141.427,312.4,2017-06-04T04:02:10,17.4,54,2017-06-04,39
-36.251,142.5651,313.9,2017-06-04T04:02:10,17.4,59,2017-06-04,40
-37.5865,143.0246,318.7,2017-06-03T04:56:40,25,70,2017-06-03,45
-37.5915,143.0015,322.2,2017-06-03T04:56:40,30,75,2017-06-03,49
-36.4553,142.8786,323,2017-06-02T04:23:00,27.8,76,2017-06-02,49
-36.6296,142.5191,318.5,2017-06-02T04:20:50,22.3,70,2017-06-02,45
-36.0005,143.1847,318.9,2017-06-02T04:15:00,23.4,70,2017-06-02,45
-36.2032,145.3025,315.8,2017-06-02T04:14:40,21.6,64,2017-06-02,42
-35.779,143.1057,316,2017-06-02T04:14:10,20.1,65,2017-06-02,42
-36.0459,143.8907,321.2,2017-06-02T04:14:10,27.5,74,2017-06-02,48
-36.404,142.5467,321.3,2017-06-02T04:14:10,26.4,74,2017-06-02,48
-36.4025,142.5598,330.4,2017-06-02T04:14:10,38.8,83,2017-06-02,57
-36.5507,142.5788,330.8,2017-06-02T04:14:10,38.7,83,2017-06-02,57
-36.6312,142.5058,314.6,2017-06-02T04:14:10,17.8,62,2017-06-02,41
-36.837,142.0391,324.4,2017-06-02T04:14:10,31.3,77,2017-06-02,51
-36.6732,142.5162,326.1,2017-06-01T05:10:50,34.5,79,2017-06-01,52
-36.6686,142.5195,329.5,2017-06-01T05:09:20,39,82,2017-06-01,56
-37.1815,146.7777,319.6,2017-05-26T04:12:00,27.7,71,2017-05-26,46
-36.3334,141.1515,314.2,2017-05-26T04:08:10,17.6,60,2017-05-26,41
-37.1875,146.8024,325.7,2017-05-26T04:08:10,33.2,79,2017-05-26,52
-37.189,146.791,332.6,2017-05-26T04:08:10,43.5,85,2017-05-26,59
-37.0585,143.8589,314.3,2017-05-24T04:20:20,19.3,61,2017-05-24,41
-36.6859,146.8907,313.9,2017-05-24T00:04:20,21.2,59,2017-05-24,40
-36.575,146.6668,313.7,2017-05-24T00:01:50,20.3,56,2017-05-24,40
-38.0427,141.0271,323.9,2017-05-23T00:59:40,31.7,77,2017-05-23,50
-37.903,141.0975,332.2,2017-05-23T00:58:00,41.5,84,2017-05-23,59
-38.0446,141.0458,322.1,2017-05-23T00:55:10,29.3,75,2017-05-23,48
-37.9004,141.0921,317.3,2017-05-23T00:54:50,22.2,68,2017-05-23,44
-37.9022,141.1109,328.5,2017-05-23T00:54:50,36.3,81,2017-05-23,55
-36.6396,146.8973,309.5,2017-05-22T15:30:20,19.4,66,2017-05-22,36
-36.8323,146.6635,326.9,2017-05-22T04:43:30,34.8,80,2017-05-22,53
-36.7889,146.6495,323.1,2017-05-22T04:42:20,27.9,59,2017-05-22,49
-36.4794,144.5752,315,2017-05-22T04:38:50,17.1,63,2017-05-22,41
-37.6198,143.0357,311.9,2017-05-22T04:37:20,15.3,52,2017-05-22,38
-36.606,141.8923,328.5,2017-05-22T04:35:50,33.7,73,2017-05-22,55
-37.4857,143.5322,313.5,2017-05-22T04:34:50,18.5,58,2017-05-22,40
-36.477,144.5887,374.3,2017-05-22T04:34:10,142.5,100,2017-05-22,101
-36.4767,142.0793,320.2,2017-05-22T04:34:10,23.7,72,2017-05-22,47
-38.3871,146.3082,325.1,2017-05-22T04:34:00,30.1,78,2017-05-22,51
-37.4976,143.1585,321.6,2017-05-22T04:33:10,26.5,74,2017-05-22,48
-36.7842,146.9658,312.3,2017-05-22T04:32:50,17.9,53,2017-05-22,39
-38.1647,144.0538,319.1,2017-05-22T04:32:20,24.4,71,2017-05-22,45
-36.4858,142.0815,323.2,2017-05-22T04:32:20,27.8,76,2017-05-22,50
-36.4909,146.7406,320.6,2017-05-22T04:32:20,27.5,73,2017-05-22,47
-36.5708,146.7537,323.2,2017-05-22T04:32:20,28.4,76,2017-05-22,50
-36.7783,146.6449,329.5,2017-05-22T04:32:20,36.5,70,2017-05-22,56
-36.7746,146.6642,341.3,2017-05-22T04:32:20,56,91,2017-05-22,68
-36.7855,146.6675,328.9,2017-05-22T04:32:20,35.7,76,2017-05-22,55
-36.8359,146.6448,352.1,2017-05-22T04:32:20,80.7,96,2017-05-22,78
-36.7871,146.9604,315.8,2017-05-22T04:32:20,22.5,65,2017-05-22,42
-37.5158,142.8257,315.9,2017-05-22T04:32:20,18.4,64,2017-05-22,42
-37.9085,141.1038,355.7,2017-05-22T04:32:20,87.7,98,2017-05-22,82
-37.7287,143.1682,314.3,2017-05-22T04:32:20,18,61,2017-05-22,41
-37.7379,143.1706,313.4,2017-05-22T04:32:20,16.8,58,2017-05-22,40
-38.4349,146.3122,366.6,2017-05-22T04:32:20,117.4,100,2017-05-22,93
-38.4792,146.3081,338.6,2017-05-22T04:32:20,53.2,89,2017-05-22,65
-36.5722,146.7572,332.5,2017-05-22T00:15:00,44.7,85,2017-05-22,59
-38.4412,146.3188,321.3,2017-05-22T00:13:10,27.5,74,2017-05-22,48
-38.4322,146.3208,315.6,2017-05-22T00:13:00,20.4,61,2017-05-22,42
-37.9077,141.1101,316.4,2017-05-22T00:13:00,21.8,66,2017-05-22,43
-37.9047,141.0945,363.6,2017-05-22T00:13:00,111.1,100,2017-05-22,90
-38.4888,146.5226,338.1,2017-05-22T00:13:00,53.8,89,2017-05-22,64
-36.1337,146.1243,314.4,2017-05-18T03:25:00,16.5,61,2017-05-18,41
-36.8431,147.5395,317.6,2017-05-18T03:21:10,25.6,68,2017-05-18,44
-36.8403,147.5354,318.2,2017-05-18T03:21:10,26.3,69,2017-05-18,45
-36.1369,146.116,315.5,2017-05-18T03:21:10,17.5,64,2017-05-18,42
-37.164,148.915,315.5,2017-05-18T00:43:10,21.3,55,2017-05-18,42
-37.1521,148.9446,320.1,2017-05-18T00:38:10,25.6,66,2017-05-18,46
-37.166,148.9436,322.4,2017-05-18T00:37:20,29.2,75,2017-05-18,49
-36.1841,145.1836,325.9,2017-05-17T04:14:10,32.2,79,2017-05-17,52
-36.1875,143.5158,312.3,2017-05-16T03:37:40,14.5,53,2017-05-16,39
-36.1887,143.4722,312.8,2017-05-16T03:32:50,14.8,56,2017-05-16,39
-37.2465,144.3795,314.5,2017-05-16T00:48:40,20.1,61,2017-05-16,41
-36.9826,143.6671,324.5,2017-05-15T04:36:40,26.8,78,2017-05-15,51
-36.4437,143.5726,315.5,2017-05-15T04:35:20,17.4,64,2017-05-15,42
-36.3987,142.6332,313.6,2017-05-15T04:34:50,12.9,59,2017-05-15,40
-37.4984,142.9739,346.4,2017-05-15T04:34:30,64.2,93,2017-05-15,73
-37.253,144.3681,351.5,2017-05-15T04:34:30,78.6,96,2017-05-15,78
-36.2993,143.2461,323.2,2017-05-15T04:33:50,25.9,76,2017-05-15,50
-36.3065,141.4495,318,2017-05-15T04:33:20,17.5,69,2017-05-15,44
-37.5074,142.976,316.4,2017-05-15T04:33:20,18.1,66,2017-05-15,43
-36.3636,141.3622,330.5,2017-05-15T04:33:00,33.9,83,2017-05-15,57
-36.9396,143.1462,343.7,2017-05-15T04:33:00,60,92,2017-05-15,70
-37.2622,144.3704,312.6,2017-05-15T04:32:50,18.1,55,2017-05-15,39
-36.3111,143.7704,318.1,2017-05-15T04:32:50,19.9,69,2017-05-15,44
-36.7159,141.4716,311.9,2017-05-15T04:32:50,13.2,51,2017-05-15,38
-36.5963,144.0066,311.8,2017-05-15T04:32:50,12.3,51,2017-05-15,38
-36.5738,142.3038,374.4,2017-05-15T04:32:50,137.4,100,2017-05-15,101
-36.4293,141.2933,332.1,2017-05-15T04:32:50,36.7,84,2017-05-15,58
-36.3387,141.7542,350.8,2017-05-15T04:31:20,71.5,96,2017-05-15,77
-37.2793,143.8934,335.3,2017-05-15T04:31:10,45.3,87,2017-05-15,62
-37.2512,144.3799,333.8,2017-05-15T04:30:00,44.4,86,2017-05-15,60
-38.0395,146.0486,336.7,2017-05-15T04:29:50,50.8,83,2017-05-15,63
-36.5828,142.3058,331.5,2017-05-15T04:29:50,34.7,84,2017-05-15,58
-36.4216,141.2799,314,2017-05-15T04:29:40,14.3,60,2017-05-15,40
-36.4317,143.0967,315.6,2017-05-15T04:29:40,14.3,64,2017-05-15,42
-36.2538,145.5929,315.3,2017-05-15T04:29:30,17.9,63,2017-05-15,42
-36.437,144.1478,316.3,2017-05-15T04:29:30,17.1,66,2017-05-15,43
-36.6217,142.0944,312.7,2017-05-15T04:29:10,11.4,55,2017-05-15,39
-36.3652,141.3508,317,2017-05-15T04:28:40,16.2,66,2017-05-15,43
-36.8241,145.1274,313,2017-05-15T04:28:20,15.9,56,2017-05-15,39
-36.3296,141.7522,315,2017-05-15T04:28:10,14.6,63,2017-05-15,41
-35.7542,142.5039,315.6,2017-05-15T04:28:10,14,64,2017-05-15,42
-36.3433,143.4369,367.6,2017-05-15T04:28:00,117.3,100,2017-05-15,94
-36.3728,141.3641,319.4,2017-05-15T04:28:00,19.5,71,2017-05-15,46
-36.4371,141.7692,321.3,2017-05-15T04:28:00,23.8,74,2017-05-15,48
-37.0167,143.8586,335.9,2017-05-15T04:28:00,44.5,87,2017-05-15,62
-36.345,143.4256,360.5,2017-05-15T04:28:00,96.4,100,2017-05-15,87
-36.7032,144.0992,340,2017-05-15T04:27:50,52.1,90,2017-05-15,66
-37.9308,144.3325,324.8,2017-05-15T04:27:40,31.2,78,2017-05-15,51
-36.4348,141.3,325.2,2017-05-15T04:27:10,26.7,78,2017-05-15,52
-36.3019,146.4343,317.1,2017-05-15T04:27:10,18.2,67,2017-05-15,43
-36.3638,143.9086,319.2,2017-05-15T04:27:10,21.3,71,2017-05-15,46
-36.3542,141.0935,315,2017-05-15T04:27:10,14.2,63,2017-05-15,41
-36.4277,141.3047,325.9,2017-05-15T04:27:00,27.7,79,2017-05-15,52
-36.3362,141.4973,325.3,2017-05-15T04:26:40,26.6,78,2017-05-15,52
-35.6785,143.5077,313.1,2017-05-15T04:26:40,12.4,57,2017-05-15,39
-36.6755,141.5039,318.3,2017-05-15T04:26:40,18.7,68,2017-05-15,45
-35.4591,142.062,321.4,2017-05-15T04:26:40,22.2,74,2017-05-15,48
-34.5019,141.3528,319.6,2017-05-15T04:26:30,18,71,2017-05-15,46
-36.1648,143.3362,328.8,2017-05-15T04:26:30,33.4,77,2017-05-15,55
-36.301,143.2349,318.7,2017-05-15T04:26:20,20.4,70,2017-05-15,45
-36.3156,141.4514,331.1,2017-05-15T04:26:20,34,84,2017-05-15,57
-36.3402,141.7429,351.1,2017-05-15T04:26:20,72.3,96,2017-05-15,77
-36.3971,142.6444,317.9,2017-05-15T04:26:20,17.6,69,2017-05-15,44
-36.3704,143.0191,323.1,2017-05-15T04:26:20,24.7,76,2017-05-15,49
-36.4226,143.0946,312.8,2017-05-15T04:26:20,11.4,56,2017-05-15,39
-36.674,141.5154,326.7,2017-05-15T04:26:20,28.8,80,2017-05-15,53
-36.5661,142.2956,338.5,2017-05-15T04:26:20,48.5,89,2017-05-15,65
-36.5646,142.3068,321.5,2017-05-15T04:26:20,23.3,52,2017-05-15,48
-36.5754,142.2926,384.8,2017-05-15T04:26:20,179.1,100,2017-05-15,111
-36.3073,144.2678,318.8,2017-05-15T04:26:20,19.6,70,2017-05-15,45
-36.7126,141.6358,315.5,2017-05-15T04:26:20,15.1,64,2017-05-15,42
-36.4347,143.5704,315.2,2017-05-15T04:26:20,17,63,2017-05-15,42
-36.7217,141.6378,330,2017-05-15T04:26:20,33.2,83,2017-05-15,56
-36.7536,141.6092,318.8,2017-05-15T04:26:20,20.7,70,2017-05-15,45
-36.7611,141.6048,317.6,2017-05-15T04:26:20,17.7,68,2017-05-15,44
-36.5664,142.9892,316.1,2017-05-15T04:26:20,15.8,65,2017-05-15,42
-36.5648,143.0004,328.7,2017-05-15T04:26:20,31.7,82,2017-05-15,55
-36.6483,142.4878,314.2,2017-05-15T04:26:20,14.1,60,2017-05-15,41
-36.5023,143.6038,339.7,2017-05-15T04:26:20,51.3,85,2017-05-15,66
-36.4617,144.6381,321.9,2017-05-15T04:26:20,24.9,70,2017-05-15,48
-36.8616,142.8025,351.6,2017-05-15T04:26:20,75.2,90,2017-05-15,78
-36.86,142.8137,318.7,2017-05-15T04:26:20,20.1,66,2017-05-15,45
-36.3119,146.4371,318,2017-05-15T04:26:20,19.3,69,2017-05-15,44
-36.7215,144.1037,334.1,2017-05-15T04:26:20,42.1,86,2017-05-15,60
-36.6463,144.7594,314.8,2017-05-15T04:26:20,19.2,59,2017-05-15,41
-36.6288,144.8682,320.3,2017-05-15T04:26:20,24.1,72,2017-05-15,47
-36.6664,144.7828,328.8,2017-05-15T04:26:20,35.8,82,2017-05-15,55
-36.8221,145.1397,325.4,2017-05-15T04:26:20,30.1,78,2017-05-15,52
-37.2794,143.5903,317.3,2017-05-15T04:26:20,22.2,51,2017-05-15,44
-37.2777,143.6017,329.9,2017-05-15T04:26:20,38.7,83,2017-05-15,56
-37.1402,144.6153,334.6,2017-05-15T04:26:20,47.7,86,2017-05-15,61
-37.2811,143.8819,316.6,2017-05-15T04:26:20,19.8,66,2017-05-15,43
-38.0372,146.0616,340.9,2017-05-15T04:26:20,58.2,90,2017-05-15,67
-38.049,146.0513,347.3,2017-05-15T04:26:20,71,94,2017-05-15,74
-38.0468,146.0644,383.2,2017-05-15T04:26:20,181,100,2017-05-15,110
-34.4929,141.3558,319.3,2017-05-15T04:26:20,19.2,71,2017-05-15,46
-35.4666,142.0749,338.8,2017-05-15T04:26:20,47.6,89,2017-05-15,65
-35.7632,142.5059,320.3,2017-05-15T04:26:20,19.6,72,2017-05-15,47
-36.0411,141.7071,318.1,2017-05-15T04:26:20,17.4,69,2017-05-15,44
-36.0396,141.7183,350,2017-05-15T04:26:20,69,95,2017-05-15,76
-35.9903,142.2708,318.2,2017-05-15T04:26:20,17.4,69,2017-05-15,45
-36.4058,141.5175,320,2017-05-15T04:26:20,20.9,72,2017-05-15,46
-36.1631,143.3475,318.9,2017-05-15T04:26:20,20.6,70,2017-05-15,45
-36.7018,143.1431,327.6,2017-05-15T04:26:20,31.2,81,2017-05-15,54
-36.2775,146.1026,347.4,2017-05-15T04:26:20,66.1,94,2017-05-15,74
-36.3178,145.9308,333.7,2017-05-15T04:26:20,41.9,86,2017-05-15,60
-36.3831,145.7276,319.1,2017-05-15T04:26:20,22.1,71,2017-05-15,45
-37.446,142.8978,320.2,2017-05-15T04:26:20,22.6,72,2017-05-15,47
-37.4444,142.9091,319.1,2017-05-15T04:26:20,21.4,71,2017-05-15,45
-38.0219,141.2238,335.7,2017-05-15T04:26:20,47.2,76,2017-05-15,62
-37.7481,143.4151,315.6,2017-05-15T04:26:20,20.5,64,2017-05-15,42
-38.0361,146.0567,363.2,2017-05-15T00:12:10,112.2,100,2017-05-15,90
-38.038,146.0685,322.8,2017-05-15T00:07:50,31.7,76,2017-05-15,49
-36.4212,141.2381,322.5,2017-05-14T01:00:50,24.8,75,2017-05-14,49
-36.1431,143.5499,375.4,2017-05-13T04:45:40,143.3,100,2017-05-13,102
-36.4365,145.845,319.9,2017-05-13T04:45:30,20.8,72,2017-05-13,46
-36.3254,144.3638,350.7,2017-05-13T04:43:30,73.6,95,2017-05-13,77
-36.353,144.5977,311.7,2017-05-13T04:42:20,12.9,50,2017-05-13,38
-36.4489,144.1445,318.3,2017-05-13T04:42:00,20.6,69,2017-05-13,45
-34.9917,141.8885,322.7,2017-05-13T04:42:00,21.8,52,2017-05-13,49
-36.4032,144.0604,318.2,2017-05-13T04:42:00,19.8,69,2017-05-13,45
-36.0816,145.859,371.4,2017-05-13T04:41:50,126.2,100,2017-05-13,98
-36.3011,145.9395,323.4,2017-05-13T04:40:30,25.2,76,2017-05-13,50
-36.3883,143.7526,312.8,2017-05-13T04:40:20,13.9,56,2017-05-13,39
-34.9938,141.876,394,2017-05-13T04:40:20,223.8,100,2017-05-13,120
-36.1532,143.5527,363.9,2017-05-13T04:40:10,106.4,100,2017-05-13,90
-36.5513,144.1473,316.6,2017-05-13T04:40:10,18.4,66,2017-05-13,43
-36.3636,144.4821,328.2,2017-05-13T04:39:50,32.1,81,2017-05-13,55
-36.4837,142.6042,336.3,2017-05-13T04:39:30,47.8,83,2017-05-13,63
-36.6361,144.5124,316.6,2017-05-13T04:39:10,20.4,66,2017-05-13,43
-36.4763,142.5887,325,2017-05-13T04:39:00,30.3,74,2017-05-13,51
-36.0097,141.7625,333.5,2017-05-13T04:39:00,38.9,85,2017-05-13,60
-36.3742,144.4851,322.6,2017-05-13T04:39:00,25.4,75,2017-05-13,49
-36.0077,141.7747,367.1,2017-05-13T04:38:50,115.4,100,2017-05-13,93
-36.4005,144.0756,324.6,2017-05-13T04:38:40,27.8,78,2017-05-13,51
-37.9378,144.3115,336,2017-05-13T04:38:40,50.2,87,2017-05-13,62
-37.1999,143.6425,314.8,2017-05-13T04:38:40,20.4,62,2017-05-13,41
-36.4477,145.8352,328,2017-05-13T04:38:40,32,81,2017-05-13,54
-34.9959,141.8635,322.2,2017-05-13T04:38:40,21.9,53,2017-05-13,49
-34.9843,141.8736,321.2,2017-05-13T04:38:40,20.4,53,2017-05-13,48
-36.4403,145.826,333.9,2017-05-13T04:38:40,40.3,86,2017-05-13,60
-36.2972,145.9588,331.1,2017-05-13T04:38:40,35.7,84,2017-05-13,57
-36.391,144.5747,333.4,2017-05-13T04:38:40,40.8,85,2017-05-13,60
-36.3712,144.5011,335.4,2017-05-13T04:38:40,43.6,87,2017-05-13,62
-36.3606,144.498,331.6,2017-05-13T04:38:40,36.8,84,2017-05-13,58
-36.0828,145.873,348.4,2017-05-13T04:38:40,63.1,94,2017-05-13,75
-36.075,145.8501,324.9,2017-05-13T04:38:40,25,78,2017-05-13,51
-36.1404,143.5643,386.2,2017-05-13T04:38:40,187.5,100,2017-05-13,113
-36.1411,143.5727,324.7,2017-05-13T04:38:40,27.6,78,2017-05-13,51
-36.1462,143.5438,325,2017-05-13T04:38:40,26.2,74,2017-05-13,51
-36.174,142.737,325.5,2017-05-13T04:38:40,32.4,79,2017-05-13,52
-35.9979,143.6803,329.2,2017-05-13T04:38:40,33.3,82,2017-05-13,56
-36.5541,144.1321,342.7,2017-05-13T04:38:40,57.4,91,2017-05-13,69
-36.8399,142.6291,313.1,2017-05-13T04:38:40,18.5,57,2017-05-13,39
-35.708,143.7987,311.6,2017-05-13T04:38:40,12.5,50,2017-05-13,38
-35.6819,143.5275,342.9,2017-05-13T04:38:40,54.9,91,2017-05-13,69
-35.6846,143.5129,328.6,2017-05-13T04:38:40,31.2,82,2017-05-13,55
-36.3148,144.3607,322.6,2017-05-13T04:38:40,25.7,75,2017-05-13,49
-35.6871,143.5235,341.2,2017-05-13T04:38:40,51.8,90,2017-05-13,68
-36.3832,143.7566,317.4,2017-05-13T04:38:40,19,68,2017-05-13,44
-36.304,143.7445,313.9,2017-05-13T04:38:40,15.2,59,2017-05-13,40
-36.591,141.7194,313.6,2017-05-13T04:38:40,16.9,55,2017-05-13,40
-36.8377,142.642,317.3,2017-05-13T04:38:40,23,68,2017-05-13,44
-36.1506,143.5671,368.9,2017-05-13T04:38:40,122.3,100,2017-05-13,95
-35.7108,143.7836,333.9,2017-05-13T04:38:40,41.1,86,2017-05-13,60
-36.0518,141.6846,315.2,2017-05-13T04:38:40,15.3,63,2017-05-13,42
-36.3984,144.0271,333.4,2017-05-13T04:38:40,40.2,85,2017-05-13,60
-36.7321,143.1978,319.2,2017-05-13T04:38:40,22.5,54,2017-05-13,46
-36.5375,146.0866,315.5,2017-05-12T04:02:30,18.6,64,2017-05-12,42
-37.82,145.9954,330.7,2017-05-12T03:57:40,42.1,83,2017-05-12,57
-36.358,144.4905,318.5,2017-05-12T03:56:10,23.3,70,2017-05-12,45
-34.9194,140.9678,317.1,2017-05-12T03:56:10,18.8,66,2017-05-12,43
-37.4671,145.9962,346.3,2017-05-12T03:56:10,71.6,93,2017-05-12,73
-36.4061,143.0987,315.5,2017-05-12T03:56:10,17.4,64,2017-05-12,42
-37.9742,141.1855,324.8,2017-05-12T03:56:10,33.4,78,2017-05-12,51
-37.4688,145.98,335.2,2017-05-12T03:56:10,51.2,87,2017-05-12,62
-36.5509,144.1143,323.2,2017-05-12T03:56:10,27.7,76,2017-05-12,50
-37.9774,141.2029,324,2017-05-12T01:15:30,33.8,67,2017-05-12,50
-36.2911,141.1664,340.7,2017-05-11T04:57:20,53.2,90,2017-05-11,67
-36.2842,141.1741,352.6,2017-05-11T04:57:20,79.3,96,2017-05-11,79
-36.3492,140.9727,336.4,2017-05-11T04:54:00,49.1,88,2017-05-11,63
-36.7218,141.6411,339.1,2017-05-11T04:51:00,53,89,2017-05-11,65
-37.3656,141.3903,352,2017-05-11T04:50:40,82.6,84,2017-05-11,78
-36.1188,145.156,316,2017-05-11T04:50:40,21.7,65,2017-05-11,42
-36.4179,144.2924,348.2,2017-05-11T04:50:40,73.7,94,2017-05-11,75
-35.4173,143.2041,312.5,2017-05-11T04:50:40,17.6,54,2017-05-11,39
-36.3207,140.9737,343.2,2017-05-11T04:50:40,58.7,92,2017-05-11,70
-36.3493,141.5238,318.8,2017-05-11T04:50:40,24.9,70,2017-05-11,45
-36.3909,141.1843,312.5,2017-05-11T04:50:40,14.1,54,2017-05-11,39
-36.2882,141.1821,359.2,2017-05-11T04:50:40,95.3,99,2017-05-11,86
-36.3153,140.9789,342.8,2017-05-11T04:50:40,57.7,91,2017-05-11,69
-36.1271,145.1541,321.9,2017-05-11T04:50:40,29.4,75,2017-05-11,48
-36.4169,144.2994,354.8,2017-05-11T04:50:40,89,97,2017-05-11,81
-36.422,144.2761,326.9,2017-05-11T04:50:40,36.4,80,2017-05-11,53
-36.4713,144.4747,313.5,2017-05-11T04:50:40,22.1,58,2017-05-11,40
-38.5657,146.438,318.5,2017-05-11T00:33:30,27,70,2017-05-11,45
-38.5675,146.4563,317.4,2017-05-11T00:33:20,25.5,68,2017-05-11,44
-36.8094,142.8885,350.9,2017-05-10T04:16:30,71.2,96,2017-05-10,77
-38.0765,143.9516,326.2,2017-05-10T04:16:10,30.3,79,2017-05-10,53
-35.1175,141.1396,331.6,2017-05-10T04:16:10,34.8,84,2017-05-10,58
-37.4522,142.9279,319.2,2017-05-10T04:15:50,20.9,71,2017-05-10,46
-36.7937,141.3669,316.7,2017-05-10T04:14:30,19.5,66,2017-05-10,43
-37.687,143.4397,337.6,2017-05-10T04:14:20,49.8,88,2017-05-10,64
-36.3455,141.5655,322.4,2017-05-10T04:14:20,21.9,75,2017-05-10,49
-36.2359,141.3007,314.5,2017-05-10T04:14:10,13.3,55,2017-05-10,41
-37.5657,143.0689,376.7,2017-05-10T04:14:10,151.2,100,2017-05-10,103
-36.587,142.87,316.1,2017-05-10T04:14:00,16.1,65,2017-05-10,42
-35.2312,141.0149,319.1,2017-05-10T04:13:30,17.8,71,2017-05-10,45
-36.3933,144.1287,336.2,2017-05-10T04:12:50,43.6,87,2017-05-10,63
-36.8142,142.8947,333.9,2017-05-10T04:12:50,39.4,86,2017-05-10,60
-36.9299,142.9671,319.5,2017-05-10T04:11:40,20.6,71,2017-05-10,46
-37.6518,142.9159,330.3,2017-05-10T04:11:30,37.1,83,2017-05-10,57
-36.9731,143.9437,318.1,2017-05-10T04:11:10,19.5,69,2017-05-10,44
-37.8323,147.2232,341.8,2017-05-10T04:11:10,54.5,84,2017-05-10,68
-36.7532,141.7986,315.2,2017-05-10T04:11:10,17.1,63,2017-05-10,42
-36.9664,142.1561,328.4,2017-05-10T04:11:10,33.8,81,2017-05-10,55
-36.7227,144.5374,324,2017-05-10T04:11:10,27.7,77,2017-05-10,50
-36.6258,142.9987,315.5,2017-05-10T04:11:10,15.3,64,2017-05-10,42
-36.0236,143.2158,317,2017-05-10T04:10:10,16,67,2017-05-10,43
-37.4574,142.9354,313.7,2017-05-10T04:10:00,15,59,2017-05-10,40
-37.3317,143.822,314.3,2017-05-10T04:09:50,15.8,57,2017-05-10,41
-36.6329,142.9903,316.7,2017-05-10T04:09:40,16.2,57,2017-05-10,43
-36.884,145.8938,316.5,2017-05-10T04:09:40,23.3,66,2017-05-10,43
-37.5263,143.0882,326.5,2017-05-10T04:09:40,27.7,56,2017-05-10,53
-37.7006,143.2124,321.9,2017-05-10T04:09:30,25.5,75,2017-05-10,48
-36.5741,143.8891,321.5,2017-05-10T04:09:20,24.3,74,2017-05-10,48
-36.2455,141.3205,316.2,2017-05-10T04:09:20,15,62,2017-05-10,43
-36.5757,143.8756,328.9,2017-05-10T04:08:50,34.5,82,2017-05-10,55
-37.7461,142.7369,312.8,2017-05-10T04:08:50,15.5,56,2017-05-10,39
-38.2853,145.9519,356.5,2017-05-10T04:08:50,90.5,98,2017-05-10,83
-38.2375,142.8363,356,2017-05-10T04:08:50,90.7,98,2017-05-10,82
-36.797,141.3621,328.8,2017-05-10T04:08:50,34.2,82,2017-05-10,55
-37.4463,142.7829,343.4,2017-05-10T04:08:50,59.3,92,2017-05-10,70
-38.5214,146.4027,331.1,2017-05-10T04:08:30,41.6,84,2017-05-10,57
-37.4366,143.1352,321.3,2017-05-10T04:08:30,23.5,74,2017-05-10,48
-36.2443,141.3069,334.3,2017-05-10T04:08:30,38.2,86,2017-05-10,61
-36.7954,141.3483,330.1,2017-05-10T04:08:30,37,83,2017-05-10,56
-36.4312,143.9942,319.4,2017-05-10T04:08:30,21.2,71,2017-05-10,46
-38.294,143.7227,314.2,2017-05-10T04:08:20,17.4,60,2017-05-10,41
-37.4381,143.1201,324.5,2017-05-10T04:08:20,27.1,78,2017-05-10,51
